assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
96986338,96986314,Bradycellus chavesi,Extinct,,2018,2016-11-14 00:00:00 UTC,3.1,English,"<em>Bradycellus chavesi</em> was endemic to São Miguel (Azores, Portugal). It had a very small extent of occurrence (EOO = 0-4 km²) and area of occupancy (AOO = 0-4 km²). The species occurred only at one location and is considered extinct (Terzopoulou <em>et al</em>. 2015). The last record dates from 1919. Exhaustive surveys in known and/or expected habitat, at appropriate times (diurnal, seasonal, annual), throughout its historic range have failed to record an individual (Borges <em>et al</em>. 2016). Surveys should be over a time frame appropriate to the taxon’s life cycle and life form. Therefore, it is assessed as Extinct.","The species occurred in the native forest of São Miguel Island (Azores), but it is considered extinct. This is a night activity predator. Current altitudinal range is unknown.","In the past, the species has probably strongly declined due to changes&#160;in&#160;habitat size. Based on Ferreira&#160;<em>et al.</em>&#160;(2016) the habitat will further decline as a consequence of climate change (increasing number of droughts).",The species is only known from a single subpopulation. A continuing decline in the number of mature individuals is inferred from historical records. According to Terzopoulou <em>et al.</em> (2015) this species is extinct.,,"<em>Bradycellus chavesi </em>is a single island endemic species restricted to S. Miguel (Azores, Portugal) (Borges <em>et al.</em> 2010), that is considered extinct in the Azorean arquipelago (Terzopoulou <em>et al.</em> 2015).",The species is not utilised.,Terrestrial,The species is not protected by regional law. Its habitat is possibly in a regionally protected area (Natural Park of São Miguel Island). Further research is needed into its ecology and life history in order to find extant specimens.,Palearctic,1919,false,false,Global
99166654,97161884,Neocnemis occidentalis,Extinct,,2018,2016-12-30 00:00:00 UTC,3.1,English,"<em>Neocnemis occidentalis</em> was an endemic species from Sta. Maria (Azores, Portugal). It had a very small extent of occurrence (EOO = 0-4 km²) and area of occupancy (AOO = 0-4 km²). Exhaustive surveys in known and/or expected habitat, at appropriate times (diurnal, seasonal, annual), throughout its historic range have failed to record an individual (Borges <em>et al.</em> 2016). The species is considered Extinct.","The species occured in the native forest of Santa Maria Island (Azores), with an range between 450 and 550 m Asl. It is considered extinct. It is a phytophagous species.","In the past, the species has probably strongly declined due to changes in habitat size and quality (Terzopoulou <em>et al. </em>2015). Based on Ferreira et al. (2016) the habitat will further decline as a consequence of climate change (increasing number of droughts).",The species is only known from a single subpopulation. A continuing decline in the number of mature individuals is inferred from historical records. According to Terzopoulou <em>et al.</em> (2015) this species is extinct.,,"<em>Neocnemis occidentalis</em> is a single island endemic species from Sta. Maria (Azores, Portugal) (Borges <em>et al.</em> 2010). This &#160;species is considered extinct in Azores (Terzopoulou <em>et al.</em> 2015).",The species is not utilised.,Terrestrial,"The species is not protected by regional law. Its habitat is in a regionally protected area (Natural Park of Santa Maria). Further research is needed into its ecology and life history in order to find extant specimens and obtain information on population size, distribution and trends.",Palearctic,1867,false,false,Global
115496789,78777637,Cyanea sessilifolia,Extinct,,2016,2016-01-19 00:00:00 UTC,3.1,English,<p><em>Cyanea sessilifolia</em> is assessed as Extinct. The taxon was endemic to the island of O'ahu and was last recorded in 1946 and its extinction is attributed to the impact of introduced invasive species on the species and its habitat.</p>,<p>The taxon is a shrub historically found in Hawaiian mesic to wet forest on the island of O'ahu.</p>,"<p>The major threats to this taxon include direct competition by invasive non-native plant species, and predation and habitat degradation by non-native animals, particularly include feral pigs and goats, which degrade the habitat and harm the plants through predation, trampling, and rooting for food. Alien plants also&#160;threaten the species by altering its habitat and competing with it for moisture, nutrients, light, and space. Rats pose a threat to the species through predation of its plant parts and fruits; and&#160;introduced slugs and snails threaten the species by feeding on its leaves, stems, and seedlings. Fortini <em>et al.</em> (2013) characterized this taxon as extremely vulnerable to climate change (vulnerability index [0.911]).&#160;</p>","<p>The taxon is extinct, with the last reported observation in 1946.</p>",,"<p>Endemic to the Hawaiian Islands, historically found in the northern Ko'olau Mountains on the island of O'ahu.</p>",,Terrestrial,<em>Cyanea sessilifolia</em>&#160;is considered to be extinct and no conservation actions are ongoing or planned.,Oceanian,1946,false,false,Global
118976576,54583,Anaxyrus baxteri,Extinct in the Wild,,2022,2020-06-02 00:00:00 UTC,3.1,English,"Listed as Extinct in the Wild because this species is believed to have become extinct following declines in the 1960s and 1970s. Although a wild population has since been reintroduced into its native range, a self-sustaining breeding population has not successfully been re-established, and the species is entirely reliant on intensive management and the release of captive-bred individuals for successful recruitment.","Historically, this species is associated with floodplain ponds along the Big and Little Laramie Rivers. It is known to inhabit a variety of wetland habitats, including lakes, ponds, streams, marshes, and roadside ditches (Green <em>et al</em>. 2014). The use of lakes might have been limited due to saline conditions, however it is possible that irrigation might have flushed out the lakes and made them more suitable for toads (G. Baxter pers. comm.). Individuals use rodent burrows for shelter, and are inactive during the cold season. Breeding takes place from mid-May to mid-June, and larvae metamorphose by early August. This species is a colonial breeder, although breeding aggregations tend to be small. Adults feed on a variety of&#160;small terrestrial arthropods, while larvae eat organic debris, algae, and plant tissue.","This species is particularly at risk due to its extremely limited distribution and small population size, and is is entirely dependent on captive releases for its survival in the wild. A lack of genetic diversity might also limit this species' abundance in the Laramie Basin. The primary threats within its range include the lack of suitable habitat available for future reintroductions within its historic range, and the infectious disease chytridiomycosis caused by the fungal pathogen <em>Batrachochytrium dendrobatidis </em>(<em>Bd</em>). Mortenson Lake is known to be infected with the amphibian chytrid fungus (<em>Bd</em>) (USFWS 2002). This fungus has been implicated in declines and extinctions of amphibian species worldwide. Retrospective analysis shows that the fungus has been present at Mortenson Lake since at least 1989, and it continues to pose a major threat to this species. In 2003, a die-off of Wyoming toads at Mortenson Lake was attributed to <em>Bd</em>, and results from USFWS surveys conducted from 2008–2010 reported 67–100% <em>Bd</em> positive rates in tested toads (Polasik<em> et al.</em> 2015). In addition, chytridiomycosis has been recorded within the captive population. Additional threats to the species include predation (especially by mustelids), pesticide use, and ongoing irrigation practices. The cause of the original decline remains unknown but might be associated with the invasion of chytrid into the area (USFWS 2002). Mortenson Lake has also experienced ongoing habitat degradation, including becoming more saline (and less suitable for toads) as a result of drought-related increases in evaporation (USFWS 2002e). Additionally, the height and density of vegetation may be greater around Mortenson Lake than it historically was due to decreased intensity of cattle grazing and lack of fire. Previous observations of this species recorded individuals surviving in close association with cattle grazing, so this change in management practices could be causing habitat degradation (Polasik <em>et al.</em> 2015).","This species was common in the 1950s, but underwent a large decline in the 1960s and 1970s. This species was federally listed as endangered in 1984, and was presumed extinct by 1985 (Baxter and Stromberg 1980, Stromberg 1981, Vankirk 1980, Baxter<em> et al</em>. 1982, Baxter and Stone 1985, Lewis <em>et al</em>. 1985). A small extant population consisting of approximately 100–150 adults was discovered at Mortenson Lake in 1987 (Stone 1991), and the population continued to reproduce successfully with all life stages represented until 1989. On September 1, 1989 the last ten remaining individuals were removed from Mortenson Lake and taken into captivity (McCleary 1989, USFWS 2015). Captive breeding began in mid-1990s using the toads taken from Mortenson Lake and&#160;reintroduction efforts were started in 1995 (USFWS 2002,&#160;2015). Despite over 20 years of reintroduction efforts (over 187,000 individuals were released from 1995 to 2013), breeding populations of the Wyoming Toad have not re-established (Dodd 2013, Polasik&#160;<em>et al.</em>&#160;2015).&#160;As of 2017, the population was known to have 1,500 individuals in existence across five sites, with this number experiencing dramatic fluctuations year-to-year (NPR 2017). There is little wild breeding taking place and no breeding activity has been documented in recent years at any of the currently known sites. Thus, none of these populations is currently self-sustaining (USFWS 2015). Despite releases of captive-reared individuals, the population at Mortenson Lake NWR appears to be declining (USFWS 2002).<strong><br/></strong>",,"This species is restricted to the Laramie Basin in Albany County, Wyoming, USA. Historically, this species was commonly found across 1,820 km<sup>2</sup> of the Laramie Basin. It was presumed extinct by 1985 (Baxter&#160;and Stromberg 1980, Stromberg 1981, Vankirk 1980, Baxter <em>et al. </em>1982<strong>, </strong>Baxter and&#160;Stone 1985, Lewis <em>et al. </em>1985).&#160;In 1987, a small remnant population was discovered at Mortenson Lake (Stone 1991).<strong>&#160;</strong>In 1989, all remaining wild individuals from&#160;Mortenson Lake were taken into captivity, and reintroduction efforts were started in 1995 (McCleary 1989, USFWS 2015). All wild-occurring toads are considered to be the product of reintroduction efforts (USFWS 2015). This species' distribution is now restricted to Mortenson Lake National Wildlife Refuge and two private land sites protected under the Wyoming Toad Safe Harbor Agreements (USFWS 2015). It is known from an elevation of 2,164 m asl (Green <em>et al. </em>2014).",There are no records of this species being utilized.,Terrestrial|Freshwater (=Inland waters),"<strong><em>Conservation Actions In-Place</em></strong><br/>This species occurs within the Mortenson Lake National Wildlife Refuge, which encompasses four impoundments: Mortenson, Garber, Gibbs, and Soda lakes. The refuge is closed to the public (USFWS 2002e).&#160;Current management focuses on captive breeding and the release of larvae and toadlets at Mortenson Lake National Wildlife Refuge (USFWS 2002). Efforts are being made to establish additional suitable release sites on public lands and private lands protected through Safe Harbor Agreements (USFWS 2002).&#160;<em>Bd</em> (<em>Batrachochytrium dendrobatidis</em>) surveillance and research is ongoing to understand disease dynamics in both the wild and captive population of Wyoming toads. This species is listed as Endangered under the U.S. Endangered Species Act.&#160;<br/><strong><em><br/></em></strong><strong><em>Conservation Needed</em></strong><br/>It is recommended that for occupied lakes, emergent and bank vegetation (bulrushes, sedges, grasses, etc.) be managed through grazing, prescribed burning, and mechanical removal, etc. to prevent overgrown vegetation that inhibits the free movement of toads and could potentially alter the thermal environment. A continued focus on captive breeding is required, and it is recommended that awareness and communication programmes surrounding this species' be expanded.<br/><strong><em><br/></em></strong><strong><em>Research Needed</em></strong><br/>A better understanding of the life-history, disease dynamics, and ecological needs of the Wyoming Toad is necessary to ensure the effectiveness of the reintroduction program. The success of the recovery programme probably depends on finding some way to combat chytridiomycosis in the wild.",Nearctic,1989,false,false,Global
119549725,103823212,Akialoa ellisiana,Extinct,,2017,2016-10-01 00:00:00 UTC,3.1,English,"This species was found in the Hawaiian Island of Oahu, USA, but it is now Extinct as a result of forest clearance and introduced disease.","It inhabited all forest up types above 200 m (Gorresen <span style=""font-style: italic;"">et al.</span> 2009), feeding on insects and nectar (Amante-Helweg <span style=""font-style: italic;"">et al.</span> 2009).  <p></p>",The species is thought to have been driven to extinction by habitat destruction and disease<strong> </strong>(Collar <em>et al. </em>1994).&#160;<br/><p></p>,No extant population remains.,,"<em>Akialoa ellisiana</em>&#160;was endemic the mountains of O'ahu, Hawaii, <strong>USA</strong> (<span style=""font-weight: bold;""></span><strong></strong>Stattersfield <em>et al. </em>1998). &#160;This Extinct taxon is known from only two specimens collected in 1837<strong> </strong>(Olson and James 1995), although there were undocumented reports in 1937 and 1940<strong> </strong>(Greenway 1967).&#160;<p></p>",,Terrestrial,,Oceanian,1837,false,false,Global
119549974,103823431,Akialoa lanaiensis,Extinct,,2017,2016-10-01 00:00:00 UTC,3.1,English,"This species was found in the Hawaiian Islands, USA, but it is now Extinct as a result of forest clearance and introduced disease.","It inhabited all forest up types above 200 m (Gorresen <span style=""font-style: italic;"">et al.</span> 2009), feeding on insects and nectar (Amante-Helweg <span style=""font-style: italic;"">et al.</span> 2009).  <p></p>","The species is thought to have been driven to extinction by habitat destruction and disease<strong> </strong>(Collar <em>et al. </em>1994), but introduced species may also have been a factor.<br/><p></p>",See Geographic Range text.,,"<em>Akialoa</em><em>&#160;lanaiensis </em>was found on Lana'i, Hawaii (<span style=""font-weight: bold;""></span><strong></strong>Stattersfield <em>et al. </em>1998). &#160;Now considered Extinct, it is known from only three specimens, collected in 1892<strong></strong>. &#160;In addition, fossil material allied to this taxon has been found on Moloka'i and Maui<strong></strong>.<p></p>",,Terrestrial,,Oceanian,1892,false,false,Global
119550506,103823250,Akialoa stejnegeri,Extinct,,2017,2016-10-01 00:00:00 UTC,3.1,English,"This species was found on Kaua'i, Hawaii, USA, but it is now Extinct as a result of forest clearance and introduced disease. &#160;The last report was of the species was<span style=""font-style: italic;"">&#160;</span>in 1969.","It inhabited all forest up types above 200 m (Gorresen <span style=""font-style: italic;"">et al.</span> 2009), feeding on insects and nectar (Amante-Helweg <span style=""font-style: italic;"">et al.</span> 2009).  <p></p>","The species is believed to have been driven to extinction by habitat destruction and disease<strong> </strong>(Collar <em>et al. </em>1994). Introduced predators and hurricane damage are likely to have been important contributory factors (Woodworth <span style=""font-style: italic;"">et al.</span> 2009).<br/><p></p>",No extant population remains.,,"<em>Akialoa&#160;</em><em>stejnegeri</em> was found on Kaua'i, Hawaii, <strong>USA</strong><strong><sup> </sup></strong>(Olson and James 1995, Stattersfield <em>et al. </em>1998)<strong></strong>. &#160;It persisted in Kaua'i's Alaka'i Wilderness Preserve, but has not been recorded since 1969<strong></strong> despite intensive surveys in the region and is presumed extinct (Olson and James 1995, Gorresen <span style=""font-style: italic;"">et al.</span> 2009).   <p></p>",,Terrestrial,,Oceanian,1969,false,false,Global
126613386,126612397,Deppea splendens,Extinct in the Wild,,2020,2020-08-17 00:00:00 UTC,3.1,English,"<em>Deppea splendens</em> was described as a species restricted to the cloud forest of Chiapas, Mexico. It was only known from the Motozintla de Mendoza municipality. There were only four historic  collections in an area that has been devastated as a consequence of land use change, mainly as a result of agricultural expansion.<span lang=""en""> <span lang=""en"">Although this species was searched for after the last collection, in 1986, the only known location of <em style="""">Deppea splendens</em> was plowed over for cultivation. The few <em style="""">Deppea splendens </em>individuals&#160;known to remain in the world&#160;can be found primarily in botanical gardens. <span lang=""en""><span lang=""en"">This species is presumed extinct in the wild and only known in cultivation at this time. Here, this species is assessed as Extinct in the Wild.</span></span>","<em>Deppea splendens</em> is described as a strict cloud forest shrub or small tree of 5–8 m tall. It occurs in s<span class=""page_assessment_classScheme_content"">ubtropical/tropical moist montane forest (cloud forest) at 2,100 m asl. This species was found in a&#160;<span class=""page_assessment_classScheme_content"">steep canyon with <em>Oecopetalum, Magnolia, Clethra, Pinus, Quercus </em>and <em>Symplocos</em> (Borhidi <em>et al. </em>1987, 2012;&#160;González-Espinosa&#160;<em>et al.</em>&#160;2011; IBUNAM 2020). <span class=""page_assessment_classScheme_content"">The quality of the species' suitable habitat in the wild is undergoing a continuing decline as a consequence of land use change across the range. <br/><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""></span></span></span>","Unfortunately, the cloud forests of Mexico have been under severe threat and   have been suffering from exceptional rates of change as they are   degraded or destroyed by human activities. The habitat of this species has been subjected to   decline for many years as a consequence to the deforestation for agriculture expansion and frequent fires. In   addition to forest fragmentation due to deforestation, cloud forests are   expected to be among the ecosystems most affected by global climatic   change (Foster 2001, Lawton&#160;<em>et al.</em>&#160;2001, Wilken <em>et al.</em> 2011). <br/><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span></span></span>","In 1986, the only known grove of <em style="""">Deppea splendens</em> was plowed over for cultivation. The few <em style="""">Deppea splendens </em>individuals&#160;known to remain in the world&#160;can be found primarily in botanical gardens (California Academy of Science 2020).",,"<em>Deppea splendens</em> is a Mexican species described from Chiapas and it is almost certainly Extinct in the Wild. This species was only known from the municipality of Motozintla de Mendoza. There are only four historic collections in an area which has become fragmented as a consequence of land use change. <span lang=""en"">","<span lang=""en"">Due to the beauty of its flowers, <span lang=""en""><em>Deppea splendens</em><span lang=""en""> is marketed nationally and internationally. The source of such individuals for sale appears to belong to the offspring of Breedlove's seeds <span lang=""en""><span lang=""en""><span lang=""en"">(California Academy of Science 2020).</span></span></span>",Terrestrial,"This species was previously assessed as Critically Endangered (under the name of <em>Csapodya splendens</em> (Breedlove &amp; Lorence) Borhidi; González-Espinosa<em> et al. </em>2011), but the last known wild inidviduals are now considered to have been lost. However, this species is known at least from three <em>ex situ </em>collections (BGCI 2020) and is probably grown in a wider range of botanic gardens. In fact, Breedlove, after collecting several specimens, distributed seeds from  the samples to arboreta specializing in tropical plant  cultivation. This species needs to be included in more <em>ex situ</em> conservation programs for the cultivation in nurseries and botanical gardens in Mexico, in addition to being included in germplasm preservation and maintenance. Little information is available for <em>ex situ</em> conservation programs for propagation of this species. There are two available collections from 2005, but these points are uncertain. It would be beneficial to increase the research efforts in t<span lang=""en"">he area in order to search for any unknown populations.",Neotropical,1981,false,false,Global
126613426,126612753,Faramea chiapensis,Extinct,,2020,2020-08-17 00:00:00 UTC,3.1,English,"<em>Faramea chiapensis</em> is a Mexican species described from the Selva Negra in Chiapas, an area that has been devastated as a consequence of land use change for agricultural expansion.<span lang=""en"">  The species was known only from the type collection in 1953. <span lang=""en""><span lang=""en"">Although this species was reported in a region with a good record of botanical collections, <span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en"">no more individuals<em> </em>have been observed since 1953. It is likely <span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""preview""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content"">the possibly existing subpopulations of the taxon were extirpated due to plowing for cultivation, in addition to disturbance due to socio-political and cultural suppression,&#160;<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""preview""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""preview""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content"">between 1994 and 2000. Therefore, <em>Faramea chiapensis </em>is assessed as Extinct. <br/></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>","<span lang=""en""><em>Faramea chiapensis </em>is described as a species from <span class=""page_assessment_classScheme_content"">subtropical/tropical moist montane forest (cloud forest) around 2,000 m asl<em> </em><span class=""page_assessment_classScheme_content""><em></em>(Borhidi <em>et al.</em> 2012, IBUNAM 2020). <span class=""page_assessment_classScheme_content"">The quality of the species' suitable habitat is still experiencing a continuing decline as a consequence of the change in land use across the range. </span></span>","Unfortunately, the cloud forests of Mexico have been under severe threat  and   have been suffering from exceptional rates of change as they are    degraded or destroyed by human activities. The habitat of this species  has been subject to   decline for many years, as a consequence of deforestation for agricultural expansion, in addition to having been affected by socio-political and cultural supression (E. Martínez Salas pers. comm. 2020). A combination of the Colonial history (specifically, in terms of the Zapatista Revolt that took place between 1994-2000) and a dense population has restricted the growth of much of the forest habitat. Deforestation has also caused fragmentation and, in addition, cloud forests are    expected to be among the ecosystems most affected by global climatic    change (Foster 2001, Lawton <em>et al.</em> 2001).","<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en"">Although the region where this species was described from is in an area which has been well-collected by numerous botanists, no more individuals of <em>Faramea chiapensis</em> have been observed since 1953. <span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""preview""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content"">It is likely that, by 2000, any existing subpopulations of this species had been plowed over for cultivation (E. Martínez Salas pers. comm. 2020).&#160; </span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>",,"<span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><em>Faramea chiapensis</em> is a Mexican species described from the Selva Negra in Chiapas state. This species was only  known from near <span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span lang=""en""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""preview""><span class=""pre-member"">Pueblo Nuevo Solistahuacán. Only&#160;the type collection (1953) was available from an area which has since been devastated as  a consequence of land use change.<span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><span class=""page_assessment_classScheme_content""><br/></span></span></span></span></span></span></span></span></span></span></span></span></span>",No use/trade information is known for this species.,Terrestrial,This species is not known from any <em>ex situ </em>collections  (BGCI 2020) and is therefore considered Extinct.,Neotropical,1953,false,false,Global
140416594,140416589,Eriocaulon inundatum,Extinct,,2020,2019-12-21 00:00:00 UTC,3.1,English,"<p>The only confirmed occurrences of this species were from Senegal, where was collected in 1943. Recent fieldwork at the type locality did not find this species and most potential habitats in the area surrounding the type locality (near Palmarin) have been destroyed by local salt mining. This species is, therefore, assessed as Extinct.</p>","<p>Although most of the habitats are brackish at the estuary of Saloum river, there are some inundated freshwater pools, which are separated from flooded saline habitats by clay layer. As species in the genus <em>Eriocaulon</em> do not prefer saline habitats, this species might have occurred in these inundated pools. </p>","<p>There is extensive ongoing salt mining by locals at the type locality, which destroys the natural habitats at the estuary of Saloum river. Increasing occurrence of droughts also threatens the remaining freshwater pools.</p>","<p>The type locality was visited in 2014, but the species was not found (A. Mesterházy pers. obs. 2014). The original collection consisted of only two sheaths and two duplicates are known. Therefore, the species might not have been common.</p>",,"<p>This species was described from the coast of Senegal near the estuary of the Saloum River (Hepper 2000). Only the type specimen is known.<br/><br/>There are two additional collections from Mali and Ivory Coast at Herbarium of Natural History Museum of Paris, but these have not been confirmed by a specialist. Further specimens were determined as <em>Eriocaulon inundatum</em> from Central Africa and these are deposited at Meise Botanical Garden in Belgium, but none of these specimens are identical with this species (A. Mesterházy pers. comm. 2019).</p>",There is no use or trade information for this species.,Freshwater (=Inland waters),No conservation actions were in place for this species.,Afrotropical,1943,false,false,Global
